"Data Year","Data Year (cat)","Class Grade","Class Grade (cat)",State,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,160,22.6,,2,Car,5,0,44,Other,1000,,,1000,,,22,"Right foot",60,56,"Ring finger",07.Jul,1.Winter,No,No,,Water,"Mathematics and statistics",4,7,4,"Yes - dial-up connection","Text messaging",51,49,7,1,14,15,1,1,21,35,10,25,40,7,3.Some,"5.Graduate degree","Rap/Hip hop",Invisibility,Happy,"Religious figure",Religious
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,178,26,183,2,Car,35,0,37,Cycling,700,800,850,750,500,750,25,"Right foot",98,105,"Ring finger",07.Jul,3.Summer,No,No,Fruit,Water,Art,8,8,4,"Yes - broadband connection","Text messaging",12,25,,0,7,10,8,2,14,1,32,4,6,6,3.Some,"5.Graduate degree","Rock and roll",Telepathy,Rich,Friend,Environment
2017,y2017,11,G11,CA,Female,17,[17],Right-Handed,163,24,160,2,Walk,5,1,64,Other,900,700,900,600,900,1000,24,"Same length",60,60,"Same length",03.Mar,1.Winter,No,No,"Rice/Noodle dishes",Water,English,6,8,4,"Yes - dial-up connection","Internet chat or instant messaging",10,10,6,1,30,40,8,1,30,10,30,5,4,7,"4.A lot","5.Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Friend,Religious
2018,y2018,9,G09,CA,Female,14,[14],Right-Handed,172,24,168,2,Car,5,0,32,Other,800,500,900,400,200,500,23,"Right foot",90,90,"Same length",09.Sep,2.Spring,Yes,No,Desserts,Water,English,10,12,4,"Yes - broadband connection","Text messaging",1,1,1,0.5,2,3,10,0,1,1,12,20,0,5,"2.Very little","5.Graduate degree",Other,Fly,Happy,Actor,Other
2017,y2017,12,G12,CA,Female,16,[16],Right-Handed,,,206,2,Bus,20,1,53,Running/Jogging,50,100,1000,1000,0,0,11,"Right foot",44,56,"Same length",05.May,3.Summer,No,Yes,Fruit,Water,Music,7,6,5,"No internet connection",,3,14,2,1,1,2,1,0,1,1,1,1,0,1,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer",Health
2018,y2018,8,G08,CA,Male,13,[13],Right-Handed,180,26,182,3,Walk,6,0,32,Swimming,807,476,588,610,353,626,26,"Same length",85,90,"Ring finger",05.May,2.Spring,Yes,No,"Rice/Noodle dishes",Water,History,9,9,4,"Yes - broadband connection","Text messaging",22,136,47,0.2,5,2,10,4,1,2,7,1,2.5,7,3.Some,"5.Graduate degree","Rap/Hip hop",Fly,Healthy,Other,"International aid"
2017,y2017,11,G11,CA,Female,17,[17],Right-Handed,158,23.3,152,2,Bus,60,1,46,None,500,400,400,100,1000,1000,23.2,"Right foot",63.5,71.12,"Ring finger",09.Sep,1.Winter,No,No,Meat,Juice,"Computers and technology",7,10,6,"Yes - broadband connection","In person",150,150,10,1,3,2,0,0,15,3,15,8,15,2,"4.A lot","5.Graduate degree",Pop,Telepathy,Rich,"Musician or singer","Wildlife, animals"
2014,y2014,7,G07,CA,Male,12,[12],Right-Handed,171,30,170.5,2,Walk,10,0,43,Basketball,950,900,925,975,1000,1000,28,"Right foot",90,86,"Index finger",10.Oct,4.Fall,No,No,Breads/Sandwiches,Water,History,8,15,4,"Yes - other","In person",11,11,4,0,2,3,7,4,2,2,6,10,0,5,"2.Very little","4.Undergraduate degree","Rap/Hip hop","Super strength",Rich,"Sports person","International aid"
2020,y2020,12,G12,CA,Female,17,[17],Left-Handed,157,22.86,200.66,2,Car,15,1,,"Martial Arts",610,791,856,449,743,1000,,"Same length",76.2,71,"Index finger",01.Jan,1.Winter,Yes,No,Pizza/Pasta,Water,"Social studies",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",0,6,4,0,14,0,3,6,21,3,,0,0,0,3.Some,"3.Some college","Rock and roll","Freeze time",Happy,Other,"Education/Youth development"
2016,y2016,12,G12,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,9,G09,CA,Female,14,[14],Right-Handed,162.2,,,2,Walk,1,0,32,Other,850,300,800,600,200,500,,,,,"Ring finger",05.May,1.Winter,No,No,Pizza/Pasta,Water,Music,8,12,7,"Yes - other","In person",250,250,50,1,5,14,1,0,15,,,19,0,0,"4.A lot","5.Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,"Arts, culture, sports"
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,165,22,150,2,Car,8,1,36,Walking/Hiking,800,800,900,500,800,1000,23,"Left foot",70,75,"Ring finger",07.Jul,1.Winter,No,No,Seafood,Water,"Mathematics and statistics",7,11,3,"Yes - broadband connection","In person",30,30,20,5,15,18,6,0,15,8,18,10,0,2,3.Some,"4.Undergraduate degree",Pop,Telepathy,Happy,Relative,"Arts, culture, sports"
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,177,30,179,1,Car,15,0,54,Running/Jogging,1000,701,850,765,904,1000,28,"Right foot",80,90,"Ring finger",12.Dec,1.Winter,No,No,Seafood,Juice,Other,5,10,4,"Yes - broadband connection","Text messaging",14,3,1,14,10,1,0,0,8,3,8,0,3,1,"4.A lot","5.Graduate degree","Rap/Hip hop","Freeze time",Happy,"Community leader or elder","Education/Youth development"
2012,y2012,12,G12,CA,Female,,,Ambidextrous,223.52,,109,,Boat,,,35,"Hockey (Field)",1000,1000,999,,,,,"Same length",,,"Ring finger",07.Jul,1.Winter,Yes,Yes,Poultry,"Powdered drink",Geography,,,,"No internet connection",E-mail,0,,0,0,0,0,0,0,,0,0,0,0,0,"4.A lot","1.Less than high school",Gospel,"Freeze time",Happy,Friend,Other
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,165,,,2,Car,10,1,62,"Hockey (Field)",500,500,500,500,500,500,,"Right foot",40,,"Index finger",07.Jul,1.Winter,Yes,No,Pizza/Pasta,Water,History,7,12,4,"Yes - broadband connection","In person",30,100,10,1,14,2,12,0,18,7,,4,0,3,"4.A lot","5.Graduate degree","Punk rock",Fly,Rich,Politician,Environment
2019,y2019,7,G07,CA,Female,13,[13],Right-Handed,151,22.5,162,1,Car,55,0,32,Other,650,800,700,700,650,800,22.5,"Same length",93,97,"Ring finger",04.Apr,4.Fall,No,No,"No favorite",Water,Science,8,10,,,,,,,,,,,,,,,,,,,,,,,,
2011,y2011,12,G12,CA,Male,17,[17],Right-Handed,187.9,33,195.7,1,Car,6,0,58,Cycling,800,700,400,,500,700,33,"Same length",,,"Ring finger",04.Apr,1.Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
2015,y2015,7,G07,CA,Male,12,[12],Right-Handed,171,26,178,2,Other,21,1,69,Basketball,700,455,900,800,,,26,"Same length",70,70,"Same length",08.Aug,3.Summer,No,No,Other,Water,History,8,12,6,"Yes - broadband connection","In person",0,0,2,0,1,5,2,2,1,0,2,0,5,1,3.Some,"5.Graduate degree","Rap/Hip hop","Freeze time",Rich,Friend,Other
2016,y2016,7,G07,CA,Male,13,[13],Right-Handed,174,28,175,2,Car,5,0,40,Swimming,1000,800,700,700,200,600,26,"Right foot",80,75,"Index finger",05.May,3.Summer,Yes,No,Seafood,"Sports drink","Physical education",8,10,4,"Yes - other","Internet chat or instant messaging",500,,8,1,5,3,6,2,8,8,10,1,0,2,"2.Very little","3.Some college",Techno/Electronic,"Freeze time",Happy,Relative,"International aid"
2018,y2018,12,G12,CA,Female,17,[17],Right-Handed,152.4,20,154,2,Car,8,0,33,Walking/Hiking,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,y2017,11,G11,CA,Male,17,[17],Right-Handed,,30,,2,Bicycle,15,0,48,Other,800,700,900,400,90,1000,30,"Same length",75,65,"Same length",10.Oct,1.Winter,No,No,Pizza/Pasta,Water,"Physical education",7,9,5,"Yes - other","Text messaging",60,60,1,0,5,4,1,2,10,8,10,2,8,3,3.Some,"3.Some college","Heavy metal","Super strength",Healthy,Relative,Health
2020,y2020,9,G09,CA,Male,15,[15],Right-Handed,168,24,170,2,Bus,30,0,65,Soccer,90,90,90,90,60,100,25,"Left foot",80,90,"Index finger",12.Dec,3.Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7.5,8.5,4,"Yes - broadband connection","Text messaging",30,120,6,1,1,1,2,1,1,3,4,4,0,1,"2.Very little","5.Graduate degree","Rap/Hip hop",Fly,Rich,"Musician or singer","International aid"
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,170,20,162,1,Car,50,0,40,Walking/Hiking,1000,1000,1000,1000,500,500,20,"Same length",75,75,"Same length",09.Sep,4.Fall,No,No,Fruit,Milk,Science,7,11,5,"Yes - broadband connection","Text messaging",200,175,10,1,10,5,20,15,25,25,50,4,0,2,3.Some,"5.Graduate degree",Country,Telepathy,Happy,Relative,Health
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,,26,175.6,2,Car,10,1,65,Basketball,900,800,800,800,990,999,26,"Same length",,,"Ring finger",06.Jun,3.Summer,No,No,Seafood,Water,"Physical education",8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,90,50,,10,,50,30,,40,,30,0,20,"4.A lot","5.Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Sports person","International aid"
2016,y2016,12,G12,CA,Male,17,[17],Right-Handed,167.64,24,168,2,Car,27,0,,Other,900,500,1000,1000,700,1000,24,"Same length",70,75,"Ring finger",03.Mar,3.Summer,Yes,No,Meat,Water,"Social studies",7,9,5,"Yes - broadband connection","Text messaging",500,,9,0,15,24,18,0,10,9,15,0,0,15,"4.A lot","4.Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Environment
2012,y2012,12,G12,CA,Male,18,[18],Right-Handed,180,27,181,2,Walk,10,0,36,Basketball,900,300,900,700,500,500,27.5,"Same length",80,80,"Same length",04.Apr,1.Winter,No,No,Meat,Water,"Mathematics and statistics",6,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,5,1,1,4,12,2,7,4,10,8,0,2,"2.Very little","5.Graduate degree",Pop,Fly,Healthy,Actor,Health
2018,y2018,7,G07,CA,Female,12,[12],Right-Handed,158,24,155,2,Car,15,1,43,Other,1000,540,754,1000,487,513,23,"Right foot",80,70,"Index finger",09.Sep,2.Spring,Yes,No,Desserts,Water,Art,9,9,3,"Yes - broadband connection","Text messaging",10,5,4,0.5,4,7,5,5,0.25,2,10,10,0,0.5,3.Some,"5.Graduate degree","Punk rock","Freeze time",Happy,Other,Environment
2016,y2016,12,G12,CA,Female,18,[18],Left-Handed,157.4,22,167.6,1,Bus,60,1,35,Athletics,1000,1000,1000,1000,750,750,22,"Same length",76.2,63.5,"Index finger",05.May,4.Fall,No,No,Vegetables,Water,Science,5,7,4,"Yes - other","In person",4,5,8,2,10,20,15,5,2,6,8,12,9,15,3.Some,"4.Undergraduate degree",Classical,"Freeze time",Healthy,"Doctor or nurse",Health
2017,y2017,12,G12,CA,Male,16,[16],Right-Handed,180.4,27,180.3,2,"Rail (Train/Tram/Subway)",40,0,50,None,800,800,800,800,200,400,25,"Right foot",70,75,"Ring finger",12.Dec,1.Winter,No,No,Meat,Water,Music,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,6,1,3,1,0,0,5,1,5,2,0,1,"4.A lot","5.Graduate degree",Classical,"Freeze time",Happy,Teacher,"Arts, culture, sports"
2016,y2016,11,G11,CA,Female,17,[17],Right-Handed,164,24,161,2,Car,8,0,,Swimming,754,513,1000,492,1000,1000,24,"Same length",70,60,"Index finger",02.Feb,4.Fall,Yes,No,Meat,Water,Science,8,9,6,"Yes - other","In person",4,5,2,0,4,4,2,0,4,3,2,3,0,2,"4.A lot",6.Other,Country,"Super strength",Happy,Relative,"Wildlife, animals"
2015,y2015,12,G12,CA,Female,17,[17],Right-Handed,160,,158,2,Car,7,3,14,Swimming,1,3,2,4,6,5,20.32,"Right foot",76.2,76.4,"Ring finger",12.Dec,1.Winter,Yes,No,"Rice/Noodle dishes",Juice,"Mathematics and statistics",6,4,5,"Yes - other","Text messaging",200,200,3,0.5,1,2,2,0,3,8,6,1,5,0,"4.A lot",6.Other,"Rhythm and blues (R&B)",Invisibility,Healthy,"Doctor or nurse",Health
2012,y2012,12,G12,CA,Female,17,[17],Right-Handed,160,23.5,160.2,2,Car,12,0,31,Soccer,,,,,,,23.6,"Left foot",97,89,"Index finger",12.Dec,1.Winter,No,No,Salads,Water,History,7,10,3,"Yes - broadband connection","Text messaging",30,25,10,4,10,15,12,0,10,2,40,10,6,3,,"5.Graduate degree",Other,Invisibility,Rich,Relative,"International aid"
2016,y2016,12,G12,CA,Male,16,[16],Right-Handed,177,27,177,2,Walk,30,,,Soccer,600,600,800,400,100,999,27,"Same length",100,110,"Ring finger",04.Apr,1.Winter,No,No,Other,Water,"Mathematics and statistics",5,12,4,"Yes - broadband connection","In person",6,6,2.5,1,12,4,0,4,0,1,20,20,25,4,"4.A lot","5.Graduate degree",Pop,Telepathy,Happy,Other,"Education/Youth development"
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,152,23.5,165,2,Bus,80,0,54,None,1000,800,1000,1000,500,700,25,"Left foot",65,75,"Ring finger",01.Jan,1.Winter,No,No,"Rice/Noodle dishes",Milk,History,5,9,5,"Yes - other","Cell phone",6,10,,14,45,3,0,3,,24,,10,0,7,"4.A lot","3.Some college","Punk rock",Telepathy,Happy,Relative,"International aid"
2020,y2020,12,G12,CA,Male,17,[17],Right-Handed,167.6,26,177.8,2,Bus,30,0,40,Basketball,900,900,1000,900,800,800,26,"Same length",80,70,"Index finger",12.Dec,1.Winter,No,No,Poultry,Water,Science,8,9,5,"Yes - broadband connection","Text messaging",50,50,10,2,36,5,6,0,7,3,,0,0,6,3.Some,"5.Graduate degree",Pop,"Freeze time",Happy,"Religious figure",Religious
2012,y2012,12,G12,CA,Female,17,[17],Right-Handed,158,22,119,1,Car,4,0,43,Dancing,305,,,,,,22,"Same length",75,80,"Ring finger",03.Mar,3.Summer,No,No,Seafood,Coffee,Other,6,9,3,"Yes - other","In person",30,35,20,0,10,5,5,0,2,5,10,3,4,2,3.Some,"4.Undergraduate degree",Pop,"Freeze time",Happy,Relative,Health
2015,y2015,11,G11,CA,Female,16,[16],Right-Handed,157.4,22.2,,2,Car,15,1,47,Swimming,861,1000,941,936,187,198,22.2,"Same length",70,70,"Same length",12.Dec,3.Summer,No,No,Meat,"Soft drink (caffeinated)",Art,8,10,7,"Yes - broadband connection","Text messaging",67,50,4,1,1,7,0,0,10,24,24,8,0,0,3.Some,"5.Graduate degree",Other,"Freeze time",Famous,Relative,"International aid"
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,161.2,26.5,,2,Bus,20,0,42,Other,550,400,500,450,100,500,26.4,"Right foot",84,85,"Ring finger",02.Feb,,No,No,Meat,Water,Art,5,6,6,"Yes - broadband connection","Text messaging",45,50,2,1,15,5,13,0,3,2,4,2,13,1,3.Some,"5.Graduate degree",Pop,Fly,Healthy,Relative,"Wildlife, animals"
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,,,,2,Car,20,,,Walking/Hiking,150,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,y2012,12,G12,CA,Male,17,[17],Right-Handed,175,25,172,2,Car,8,0,35,Basketball,700,200,700,1000,1000,1000,25,"Left foot",75,80,"Ring finger",07.Jul,3.Summer,No,No,Meat,Milk,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",10,20,13,1,5,4,2,8,10,20,20,2,0,4,"4.A lot","5.Graduate degree",Pop,Invisibility,Rich,Actor,"Arts, culture, sports"
2012,y2012,7,G07,CA,Female,12,[12],Right-Handed,149,22,149,1,Car,10,1,63,None,1000,1000,1000,800,600,700,21.5,"Right foot",70,70,"Same length",06.Jun,3.Summer,Yes,No,Meat,"Soft drink (caffeinated)",Music,9,13,5,"Yes - broadband connection","Text messaging",3,8,15,1,30,,9,,14,10,10,12,0,22,3.Some,"5.Graduate degree",Other,Telepathy,Healthy,Other,"Arts, culture, sports"
2011,y2011,12,G12,CA,Male,18,[18],Right-Handed,161,28.5,187,3,Car,8,0,71,Dancing,600,400,500,,100,100,29,"Left foot",80,80,"Same length",08.Aug,2.Spring,No,No,Poultry,Milk,Art,8,10,5,"Yes - broadband connection","Text messaging",100,105,7,2,10,4,12,0,4,14,4,0,0,1,3.Some,6.Other,Pop,Fly,Happy,Relative,Health
2017,y2017,12,G12,CA,Female,17,[17],Right-Handed,168,26,150,2,Car,15,1,51,Baseball/Softball,50,400,99,300,200,1000,26,"Left foot",75,80,"Ring finger",02.Feb,1.Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,9,6,"Yes - broadband connection","Cell phone",30,35,,1,1,20,3,0,3,2,9,0,0,5,"4.A lot","5.Graduate degree",Other,Fly,Happy,Teacher,Health
2021,y2021,11,G11,CA,Male,16,[16],Right-Handed,165,17.8,170,2,Bus,5,0,46,None,497,481,503,508,599,556,17.8,"Same length",60,60,,10.Oct,1.Winter,No,No,Pizza/Pasta,Water,Other,,,6,"Yes - other","In person",10,10,3,1,1,4,5,5,1,2,2,0,4,2,"4.A lot","1.Less than high school",Other,"Freeze time",Rich,"Business person",Health
2015,y2015,6,G06,CA,Male,11,[11],,,,,,,,,,,250,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,y2020,12,G12,CA,Male,14,[14],Left-Handed,,,114.3,5,Car,45,,54,Athletics,45,545,645,54,54,54,45,"Same length",44,44,"Same length",08.Aug,1.Winter,Yes,Yes,Meat,"Sports drink",English,,,1,"Yes - broadband connection",Telephone,1,1,20,0,2,6,5,5,2,5,22,40,2,5,3.Some,"2.High school","Heavy metal",Fly,Happy,"Musician or singer",Religious
2015,y2015,11,G11,CA,Female,17,[17],,,22.86,149.8,2,Car,8,0,45,Running/Jogging,1000,1000,1000,449,257,257,22.86,,50.8,,"Ring finger",11.Nov,4.Fall,No,No,Breads/Sandwiches,"Energy drink",English,7,11,5,"Yes - other","Text messaging",50,55,2,1,12,8,10,3,2,3,3,1,0,5,"4.A lot","5.Graduate degree",Other,Fly,Healthy,"Business person",Religious
2013,y2013,12,G12,CA,Male,17,[17],Right-Handed,177,28,,2,Bus,20,1,50,Soccer,4,4,7,5,9,10,27,"Right foot",,,"Index finger",04.Apr,2.Spring,No,No,Pizza/Pasta,Water,History,6,10,4,"Yes - broadband connection","Text messaging",100,100,20,1,5,6,1,1,0.5,2,2,5,0,5,"4.A lot","5.Graduate degree","Heavy metal",Fly,Healthy,"Religious figure",Religious
2013,y2013,12,G12,CA,Female,18,[18],Right-Handed,158,24,,2,,20,1,55,Swimming,1000,1000,1000,1000,500,500,23.8,"Left foot",,,"Same length",05.May,4.Fall,No,No,"Rice/Noodle dishes",Coffee,Science,6,12,5,"Yes - broadband connection","In person",0,0,5,1,3,2,5,0,1,0,4,1,6,2,3.Some,"5.Graduate degree","Rock and roll",,Happy,Relative,Health
2015,y2015,8,G08,CA,Female,13,[13],Right-Handed,160,22,161,2,Walk,10,0,36,Tennis,300,400,400,300,700,600,22,"Same length",70,73,"Ring finger",09.Sep,2.Spring,Yes,No,Meat,Water,Art,7,9,4,"Yes - other","In person",5,12,5,0,12,1,4,0,1,1,0,0,0,1,"4.A lot","4.Undergraduate degree",Pop,Invisibility,Rich,Actor,"Arts, culture, sports"
2017,y2017,12,G12,CA,Female,17,[17],Left-Handed,171,24,169,1,Car,10,0,49,Other,665,700,600,543,532,650,24,"Same length",85,80,"Index finger",07.Jul,3.Summer,No,No,Seafood,Water,"Physical education",8,10,2,"Yes - broadband connection","Text messaging",30,50,10,0.5,8,4,12,0,5,2,2,1,10,4,"4.A lot","5.Graduate degree",Reggae,"Freeze time",Happy,Relative,Environment
2015,y2015,5,G05,CA,Male,11,[11],Right-Handed,151,24,156,1,Car,7,0,33,Basketball,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,154.9,19.54,137.2,2,Walk,10,0,46,Soccer,100,1000,1000,1000,100,100,17.78,,76.2,76.2,"Same length",01.Jan,4.Fall,No,No,Meat,Water,"Social studies",6,10,6,"Yes - other","Text messaging",200,200,35,1,8,2,6,0,5,1,1,1,0,1,3.Some,"5.Graduate degree",Other,"Freeze time",Happy,"Doctor or nurse",Environment
2016,y2016,12,G12,CA,Female,17,[17],Right-Handed,157,25,157,3,Bus,30,0,46,Dancing,1000,1000,1000,1000,800,1000,24,"Right foot",70,76,"Ring finger",03.Mar,1.Winter,No,Yes,"Rice/Noodle dishes",Tea,English,4,10,6,"Yes - broadband connection","Text messaging",30,35,36,2,,2,15,0,3,50,3,0,0,14,1.None,"5.Graduate degree","Rock and roll",Invisibility,Happy,"Community leader or elder",Environment
2017,y2017,12,G12,CA,Male,17,[17],Right-Handed,175,25,,2,Car,10,1,39,Soccer,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,y2021,12,G12,CA,Female,17,[17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,y2017,11,G11,CA,Female,16,[16],Right-Handed,170.2,25.4,,1,Bus,20,0,43,Athletics,91,128,545,615,1000,1000,25.4,"Same length",74,80,"Ring finger",08.Aug,3.Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",6,8,3,"Yes - other","Internet chat or instant messaging",50,50,1,3,1,0,0,0,5,2,0,0,0,1,1.None,"3.Some college","Punk rock","Freeze time",Rich,Teacher,"Wildlife, animals"
2016,y2016,12,G12,CA,Male,16,[16],Right-Handed,168,20,177.8,2,Car,30,2,2,"Football (American)",0,700,700,700,700,,20,"Same length",,,"Same length",08.Aug,3.Summer,Yes,No,Seafood,Water,"Physical education",9,8,12,"Yes - broadband connection","Cell phone",25,25,7,,,,,,,,,,,,,,,,,,
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,177,24,147.32,2,Car,20,0,34,Dancing,620,460,444,620,455,636,25,"Left foot",75,75,"Same length",06.Jun,1.Winter,No,No,Seafood,Juice,"Mathematics and statistics",6,5,4,"Yes - other","Text messaging",45,52,4,1,4,4,2,12,8,11,12,3,0,4,3.Some,"3.Some college",Other,"Super strength",Healthy,Other,Environment
2016,y2016,7,G07,CA,Male,13,[13],Right-Handed,160,27,175.26,3,Car,5,0,35,Basketball,892,802,765,834,319,1000,26,"Same length",80,70,"Index finger",03.Mar,3.Summer,Yes,Yes,"Rice/Noodle dishes",Juice,Other,7,14,4,"Yes - broadband connection",E-mail,0,0,1,0,1.5,0.5,0,2.5,1,0,3,0,0,0,3.Some,6.Other,Other,"Freeze time",Healthy,Other,Other
2014,y2014,10,G10,CA,Male,15,[15],Ambidextrous,184,30,184,2,,15,1,48,"Football (American)",,,,,,,30,"Same length",80,80,"Same length",07.Jul,3.Summer,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,y2014,12,G12,CA,Female,18,[18],Right-Handed,137.16,22,147.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,y2016,12,G12,CA,Female,16,[16],Right-Handed,164,23,162,2,Car,30,0,35,None,900,100,800,300,1000,1000,23,"Same length",70,71,"Ring finger",05.May,4.Fall,No,No,Other,Milk,"Computers and technology",7,9,4,"Yes - broadband connection","Internet chat or instant messaging",30,20,12,0,20,2,0,14,0,10,,0,0,2,3.Some,"5.Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,Health
2021,y2021,12,G12,CA,Male,17,[17],Right-Handed,180,,193,2,Car,10,0,47,Basketball,882,1000,460,674,,,,"Same length",74,81,"Ring finger",05.May,1.Winter,No,No,Meat,Water,"Physical education",6,8,4,"Yes - broadband connection","Text messaging",100,100,2,0,8,2,16,10,40,3,,20,24,5,3.Some,"5.Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Business person",Health
2019,y2019,12,G12,CA,Female,17,[17],Right-Handed,180.3,24.1,182.9,1,Car,50,0,37,Dancing,500,750,1000,950,700,975,24.1,"Same length",80,80,"Same length",08.Aug,3.Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,10,4,"Yes - other","Text messaging",93,200,7,16,20,3,0,0,6,3,15,1,0,2,"4.A lot","4.Undergraduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,"Arts, culture, sports"
2016,y2016,9,G09,CA,Female,14,[14],Right-Handed,,,,2,Car,10,0,34,Basketball,60,65,70,50,80,100,,,,,,07.Jul,1.Winter,No,No,Meat,"Soft drink (caffeinated)",Music,6,10,4,"Yes - other","Text messaging",300,300,5,3,3,2,20,1,5,12,10,1,0,2,3.Some,"5.Graduate degree",Pop,Telepathy,Rich,"Sports person","Wildlife, animals"
2015,y2015,6,G06,CA,Female,11,[11],Right-Handed,137,21,142.24,1,Car,3,0,32,"Martial Arts",1000,663,898,588,289,412,21,"Same length",130,,"Ring finger",06.Jun,3.Summer,Yes,No,Fruit,Water,Art,10,9,4,"Yes - broadband connection",E-mail,3,6,12,0.5,6,12,8,13,0,3,15,1,0,9,"2.Very little","5.Graduate degree",Pop,Telepathy,Happy,"Coach or club leader",Environment
2018,y2018,6,G06,CA,Female,11,[11],Right-Handed,153,25,171,2,Car,4,0,41,Soccer,1000,882,1000,866,0,166,24,"Right foot",77,76,"Index finger",02.Feb,1.Winter,No,No,Breads/Sandwiches,Water,"Physical education",9,13,,"Yes - broadband connection","In person",0,0,10,0,1,2,2,7.3,0,0,37.3,2,0,2,"2.Very little","5.Graduate degree",Pop,"Freeze time",Happy,Relative,"International aid"
